region,city,rooms,halls,towards,decoration,have_elevator,visited,attention,publishday,popular,unit_price,area,total_price
中凯城市之光(静安) ,S,1,1,S,3,1,25,89,19.2,2.3021,12.0308,62.34,750.0
象屿名城 ,S,2,2,暂无数,0,1,24,52,19.2,1.6875,4.2206,91.22,385.0
金桂小区 ,S,3,1,S,1,0,23,67,19.2,1.8854,7.2366,88.44,640.0
翔和雅苑 ,S,2,1,S,1,0,21,169,19.2,3.4062,3.6638,69.6,255.0
新舒苑 ,S,3,2,S,1,0,19,778,19.2,12.849,1.5302,103.26,158.0
大同花园南区 ,S,2,2,SW,2,1,21,134,19.2,2.8594,8.7654,93.55,820.0
强生古北花园 ,S,3,2,S,3,1,18,43,19.2,1.3281,10.5062,158.86,1669.0
万景园 ,S,2,2,S,3,1,12,42,19.2,1.0938,6.3586,111.66,710.0
耀江花园 ,S,3,2,S N,3,1,7,20,19.2,0.5677,12.0535,136.89,1650.0
张江汤臣豪园(四期) ,S,2,2,S,3,1,7,230,19.2,3.849,8.3839,90.65,760.0
华润外滩九里 ,S,3,2,S,3,1,0,80,19.2,1.25,13.0334,187.98,2450.0
浦东世纪花园(公寓) ,S,4,2,S,3,1,6,0,15.0,0.28,10.2118,225.23,2300.0
密三小区 ,S,1,1,S,1,0,0,80,19.2,1.25,5.8184000000000005,39.53,230.0
思南公馆 ,S,3,2,S,3,1,10,243,19.2,4.1615,16.0378,212.0,3400.0
金谊河畔 ,S,2,2,S N,0,1,14,275,19.2,4.8073,5.415,101.57,550.0
三宝花苑 ,S,3,2,SE,2,1,13,90,19.2,1.8802,6.0594,97.37,590.0
大上海国际花园九区 ,S,2,2,S,3,1,15,115,19.2,2.3438,5.6979000000000015,102.32,583.0
汇丽苑 ,S,2,2,S,3,0,10,100,19.2,1.9271,3.8383,78.16,300.0
翠湖天地御苑 ,S,3,2,S N,3,1,20,16,19.2,0.9792,13.427700000000002,182.46,2450.0
世茂滨江花园 ,S,3,2,NW,3,1,22,33,19.2,1.3177,7.681,236.95,1820.0
凯利大楼 ,S,3,2,S,3,1,24,17,20.0,1.095,3.9407,139.57,550.0
老西门新苑 ,S,3,2,S,3,1,0,2,18.0,0.0333,9.7725,143.26,1400.0
众众德尚世嘉 ,S,2,2,S,2,0,0,40,19.2,0.625,4.7306,107.81,510.0
万科优诗美地 ,S,3,2,S,2,0,11,62,19.2,1.3698,5.1597,124.04,640.0
盛大金磐 ,S,3,2,S,3,1,9,33,19.2,0.8438,11.8386,194.28,2300.0
静安恬园 ,S,3,2,S,3,0,9,527,19.2,8.5625,6.1858,137.25,849.0
四季绿城 ,S,3,2,S,3,0,8,134,19.2,2.3854,5.2978000000000005,106.65,565.0
淡水湾花园 ,S,3,2,S,3,1,1,92,19.2,1.474,10.6613,148.95,1588.0
涵合园(公寓) ,S,3,2,S,3,1,2,54,19.2,0.9167,7.6946,174.8,1345.0
丝庐花语 ,S,2,2,S,3,1,4,402,19.2,6.4271,7.971500000000002,106.63,850.0
耀江花园 ,S,3,2,S,3,1,2,219,19.2,3.4948,11.5964,136.25,1580.0
海珀旭晖酒店式公寓 ,S,2,2,S,3,1,25,90,19.2,2.3177,7.4863,92.97,696.0
世茂滨江花园 ,S,3,2,W,3,1,10,26,19.2,0.7708,9.2044,237.93,2190.0
圣骊河滨苑 ,S,3,2,S,2,1,28,147,19.2,3.3177,6.9107,131.68,910.0
罗山六村 ,S,3,1,S,2,0,1,113,19.2,1.8021,4.876,94.34,460.0
名都古北 ,S,4,2,暂无数,3,1,3,28,19.2,0.5469,7.249,229.0,1660.0
玉华东苑 ,S,3,2,S N,3,1,1,128,19.2,2.0365,5.0442,118.95,600.0
静安新城七区 ,S,3,2,S,3,1,3,75,19.2,1.2813,6.9928,137.0,958.0
凯旋华庭 ,S,2,2,S N,3,1,3,85,19.2,1.4375,6.6096,111.96,740.0
尚海湾豪庭 ,S,5,2,S,3,1,20,35,19.2,1.276,10.2693,267.79,2750.0
新时空国际商务广场 ,S,1,1,NW,3,0,17,59,19.2,1.5417,4.0922,59.87,245.0
远景佳苑一期 ,S,2,2,S,2,0,6,404,19.2,6.5312,4.6358000000000015,96.64,448.0
东上海中心 ,S,2,1,S,3,1,11,394,19.2,6.5573,7.2119,85.97,620.0
南方新村 ,S,1,1,S,2,0,5,46,19.2,0.901,5.2288000000000014,47.43,248.0
弘扬公寓 ,S,2,2,S,3,0,6,32,19.2,0.7188,6.6992,100.46,673.0
沁秋小区 ,S,2,1,S,3,0,5,170,19.2,2.8385,5.6028,58.9,330.0
新湖明珠城 ,S,3,2,S N,3,1,6,103,19.2,1.8281,8.3992,140.49,1180.0
三门路358弄 ,S,2,1,S,1,0,6,275,19.2,4.5156,4.6968000000000005,60.68,285.0
鼎鑫名流世家 ,S,2,2,S,3,1,7,90,19.2,1.6615,4.2063000000000015,92.72,390.0
威宁小区 ,S,2,1,E,3,0,8,90,19.2,1.6979,6.1639,55.16,340.0
环球翡翠湾花园(公寓) ,S,2,2,S,3,1,34,157,19.2,3.6927,5.8226,94.46,550.0
景峰苑 ,S,2,1,S,2,0,6,40,19.2,0.8438,5.0333000000000006,61.59,310.0
中远两湾城 ,S,3,2,S N,3,1,25,119,19.2,2.7708,6.6551,132.23,880.0
绿地东上海 ,S,3,2,E,3,1,4,24,19.2,0.5208,4.6169,134.29,620.0
控江四村 ,S,2,1,S,3,0,35,59,19.2,2.1979,5.3054000000000014,42.41,225.0
中信泰富又一城 ,S,2,2,S,2,1,47,173,19.2,4.4167,3.2422,92.53,300.0
秋水云庐 ,S,3,2,S,2,1,0,119,19.2,1.8594,8.2254,145.89,1200.0
振宏小区 ,S,2,1,S,3,0,6,89,19.2,1.6094,5.7693,65.0,375.0
万达城市公寓 ,S,2,2,S N,3,1,0,29,19.2,0.4531,5.3980000000000015,87.07,470.0
罗山花苑 ,S,2,2,S,3,0,26,105,19.2,2.5885,9.7143,70.0,680.0
朗诗绿色街区 ,S,3,2,S,3,1,5,97,19.2,1.6979,4.3919000000000015,118.4,520.0
好旺花苑 ,S,1,1,S,3,0,5,70,19.2,1.276,5.1751000000000005,45.99,238.0
新虹桥雅苑 ,S,2,2,S,2,1,7,101,19.2,1.8333,5.041,95.22,480.0
三林安居苑 ,S,1,1,S,2,0,8,254,19.2,4.2604,5.4859,47.03,258.0
祥源福邸 ,S,2,2,S N,3,1,6,66,19.2,1.25,4.1774,86.18,360.0
杉林新月环林东路879弄 ,S,2,1,S N,0,0,10,84,19.2,1.6771,5.2797,73.49,388.0
中信和平家园 ,S,2,2,S N,3,1,8,49,19.2,1.0573,8.711,90.69,790.0
莘松三村 ,S,2,1,S,3,0,10,9,23.0,0.4217,6.2122,57.79,359.0
紫叶花园东园 ,S,2,1,暂无数,2,0,5,104,19.2,1.8073,5.171200000000002,68.65,355.0
翠湖天地嘉苑 ,S,2,2,S,3,1,8,214,19.2,3.6354,13.8632,134.89,1870.0
